Topic,Username,Text,Sentiment,CleanText1,Prediction,CleanText2,CleanText3
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/,ahkrong,"You are slapping yourself.
LOLOLOLOLOLOL",,you are slapping yourself lolololololol,Negative,slapping lolololololol,slapping lolololololol
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/,ahkrong,"#sgdivided.
Well done.
LOLOLOLOLOLOL",,sgdivided well done lolololololol,Negative,sgdivided well done lolololololol,sgdivided well done lolololololol
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/,archon75,Will we have Ah Thiong turned new citizen in parliament?,,will we have ah thiong turned new citizen in parliament,Negative,ah thiong turned new citizen parliament,ah thiong turned new citizen parliament
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/,[ÃÂÃÂ¤ÃÂÃÂºÃÂÃÂºÃÂÃÂ¨ÃÂÃÂ¨'ÃÂÃÂ¬ÃÂÃÂ¥ÃÂÃÂÃÂÃÂ¯ÃÂÃÂ§'ÃÂÃÂ¢ÃÂÃÂ],"of cos, made things easier for them, got free job for them, why woud they wanna give it to singaporean?
don't believe ft create job for singaporean, its used by LKY to hookwink daft singaporean, which any world leader will laugh to scorn",,of cos made things easier for them got free job for them why woud they wanna give it to singaporean do not believe ft create job for singaporean its used by lky to hookwink daft singaporean which any world leader will laugh to scorn,Negative,cos made things easier got free job woud wanna give singaporean believe ft create job singaporean used lky hookwink daft singaporean world leader laugh scorn,cos made things easier got free job woud wanna give singaporean believe ft create job singaporean used lky hookwink daft singaporean world leader laugh scorn
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,blong,"Seeing that our govt defend this agreement like their lives depend on it, most likely the biggest beneficiary are the rich loh.",,seeing that our govt defend this agreement like their lives depend on it most likely the biggest beneficiary are the rich loh,Negative,seeing govt defend agreement like lives depend likely biggest beneficiary rich loh,seeing govt defend agreement like lives depend likely biggest beneficiary rich loh
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,[ÃÂÃÂ¤ÃÂÃÂºÃÂÃÂºÃÂÃÂ¨ÃÂÃÂ¨'ÃÂÃÂ¬ÃÂÃÂ¥ÃÂÃÂÃÂÃÂ¯ÃÂÃÂ§'ÃÂÃÂ¢ÃÂÃÂ],"the biggest beneficiary is Temasek and ho ching, the Lee's family lucrative business, a trade-off for their 
inroad into India bank biz etc
they don't sell off singaporean jobs, you think those ah neh will sell off their banks to Temasek?",,the biggest beneficiary is temasek and ho ching the lee is family lucrative business a tradeoff for their  inroad into india bank biz etc they do not sell off singaporean jobs you think those ah neh will sell off their banks to temasek,Negative,biggest beneficiary temasek ho ching lee family lucrative business tradeoff inroad india bank biz etc sell singaporean jobs think ah neh sell banks temasek,biggest beneficiary temasek ho ching lee family lucrative business tradeoff inroad india bank biz etc sell singaporean jobs think ah neh sell banks temasek
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,tokiya,"They can talk all they want in their ivory towers. Citizens can see with their eyes on the ground how CECA is destroying lives.

They will lose more votes in ge2025.",,they can talk all they want in their ivory towers citizens can see with their eyes on the ground how ceca is destroying lives  they will lose more votes in ,Negative,talk want ivory towers citizens see eyes ground ceca destroying lives lose votes,talk want ivory towers citizens see eyes ground  destroying lives lose votes
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,lazysundae,"need more of the old ones to die off first

",,need more of the old ones to die off first  ,Neutral,need old ones die first,need old ones die first
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,jinmuddy,"Haha u better dun regret it later. 

Politics is their monopoly! Even opposition they wanna fix leh. Must be bro or family one.",,haha u better dun regret it later   politics is their monopoly even opposition they wanna fix leh must be bro or family one,Negative,haha u better dun regret later politics monopoly even opposition wanna fix leh must bro family one,haha u better dun regret later politics monopoly even opposition wanna fix leh must bro family one
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Pewpewking,"That's literally 70% of sg now. All the ""local"" chinese we have you think come from where...",,that is literally  of sg now all the local chinese we have you think come from where,Negative,literally sg local chinese think come,literally sg local chinese think come
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,kopi22,Blame those old folks who still voting for pap la.,,blame those old folks who still voting for pap la,Negative,blame old folks still voting pap la,blame old folks still voting pap la
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,ArcticCheetah,"They came when Sg is a developing country.
Builders vs Leeches
Due to china turmoil roots were largely disconnected.
Your simplistic views demostrates your low IQ",,they came when sg is a developing country builders vs leeches due to china turmoil roots were largely disconnected your simplistic views demostrates your low iq,Negative,came sg developing country builders vs leeches due china turmoil roots largely disconnected simplistic views demostrates low iq,came sg developing country builders vs leeches due china turmoil roots largely disconnected simplistic views demostrates low iq
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,PeanutButtor,article wrote by singaporean wor. u prefer article wrote by ceca on straitime???,,article wrote by singaporean wor u prefer article wrote by ceca on straitime,Negative,article wrote singaporean wor u prefer article wrote ceca straitime,article wrote singaporean wor u prefer article wrote  straitime
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,tokiya,"Yes. The show must go on.

Without CECA, Temasek cannot continue to throw money into India.

The elites will keep CECA at all costs.

Profits before people.",,yes the show must go on  without ceca temasek cannot continue to throw money into india  the elites will keep ceca at all costs  profits before people,Negative,yes show must go without ceca temasek cannot continue throw money india elites keep ceca costs profits people,yes show must go without  temasek cannot continue throw money india elites keep  costs profits people
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Why so serious,"the fact that we don't have 5G network, electric cars and chargers, green energy already running, shows that we didn't really progress into a smart nation with global 'talents'",,the fact that we do not have  network electric cars and chargers green energy already running shows that we did not really progress into a smart nation with global  notalents,Negative,fact network electric cars chargers green energy already running shows really progress smart nation global notalents,fact network electric cars chargers green energy already running shows really progress smart nation global notalents
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Multiversal,I remember some members using ceca to mean anyone who is ethnic Indian.,,i remember some members using ceca to mean anyone who is ethnic indian,Negative,remember members using ceca mean anyone ethnic indian,remember members using  mean anyone ethnic indian
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Level42,"This article is written by 2 young chaps named Kok Xing Hui and Dewey Sim. They conveniently skipped the problem with fake credentials and unqualified people like Nisha and Anoop Shankar. Also failed to mention the 47 organizations employing one nationality. Isnt it shocking? 

I am surprised if they havent heard of Anoop Shankar. He taught our medicine students at NUS for 3 years. Only found out to be unqualified when he tried to go to US and was being verified. If you havent seen this name, please go read long US report on what he did. Very vicious guy.

The article claimed CECA is no different from the other treaties. Remember these 2 names. And what kind of surname is Kok? Never heard before. Born and bred Singaporean?",,this article is written by  young chaps named kok xing hui and dewey sim they conveniently skipped the problem with fake credentials and unqualified people like nisha and anoop shankar also failed to mention the  organizations employing one nationality isnt it shocking   i am surprised if they havent heard of anoop shankar he taught our medicine students at nus for  years only found out to be unqualified when he tried to go to us and was being verified if you havent seen this name please go read long us report on what he did very vicious guy  the article claimed ceca is no different from the other treaties remember these  names and what kind of surname is kok never heard before born and bred singaporean,Negative,article written young chaps named kok xing hui dewey sim conveniently skipped problem fake credentials unqualified people like nisha anoop shankar also failed mention organizations employing one nationality isnt shocking surprised havent heard anoop shankar taught medicine students nus years found unqualified tried go us verified havent seen name please go read long us report vicious guy article claimed ceca different treaties remember names kind surname kok never heard born bred singaporean,article written young chaps named kok xing hui dewey sim conveniently skipped problem fake credentials unqualified people like nisha anoop shankar also failed mention organizations employing one nationality isnt shocking surprised havent heard anoop shankar taught medicine students nus years found unqualified tried go us verified havent seen name please go read long us report vicious guy article claimed  different treaties remember names kind surname kok never heard born bred singaporean
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,curahee,"USA also, majority of their population from Africa slave and England. Same goes to Australia, nz, Canada etc. They should open up and accept everyone since they are not natives themselves.",,usa also majority of their population from africa slave and england same goes to australia nz canada etc they should open up and accept everyone since they are not natives themselves,Negative,usa also majority population africa slave england goes australia nz canada etc open accept everyone since natives,usa also majority population africa slave england goes australia nz canada etc open accept everyone since natives
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,slumkia,"Mai spread fear hokay
Without ceca as moi lords
Moi would be jobless",,mai spread fear hokay without ceca as moi lords moi would be jobless,Negative,mai spread fear hokay without ceca moi lords moi would jobless,mai spread fear hokay without  moi lords moi would jobless
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Whyusolikedat,"Singaporean workers are not losing workers to foreign talents per say
You all make it sound like jobs are a zero sum game in singapore

You bring in a high value talent overseas, the expertise and experience, exposure (i call it the 3 exps) he brings will in turn create jobs that is brought on by him

Those jobs he created will not otherwise be here if the foreign talent is absent

I see it more as a pyramid hireachy, in a good way",,singaporean workers are not losing workers to foreign talents per say you all make it sound like jobs are a zero sum game in singapore  you bring in a high value talent overseas the expertise and experience exposure i call it the  exps he brings will in turn create jobs that is brought on by him  those jobs he created will not otherwise be here if the foreign talent is absent  i see it more as a pyramid hireachy in a good way,Negative,singaporean workers losing workers foreign talents per say make sound like jobs zero sum game singapore bring high value talent overseas expertise experience exposure call exps brings turn create jobs brought jobs created otherwise foreign talent absent see pyramid hireachy good way,singaporean workers losing workers s per say make sound like jobs zero sum game singapore bring high value talent overseas expertise experience exposure call exps brings turn create jobs brought jobs created otherwise  absent see pyramid hireachy good way
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,skylink67,"With a shrinking singaporeans population and growing foreigners numbers, the percentage of foreigners will definitely grow. Best is government is still importing more.
Those foreigners are here to stay with their family. Competition in housing, education, jobs gonna get worse.",,with a shrinking singaporeans population and growing foreigners numbers the percentage of foreigners will definitely grow best is government is still importing more those foreigners are here to stay with their family competition in housing education jobs gonna get worse,Negative,shrinking singaporeans population growing foreigners numbers percentage foreigners definitely grow best government still importing foreigners stay family competition housing education jobs gonna get worse,shrinking singaporeans population growing foreigners numbers percentage foreigners definitely grow best government still importing foreigners stay family competition housing education jobs gonna get worse
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Sai Jai Lalit,"who is the ceca turned singaporean in parliament?

name please or you are lying",,who is the ceca turned singaporean in parliament  name please or you are lying,Negative,ceca turned singaporean parliament name please lying, turned singaporean parliament name please lying
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,Whyusolikedat,"That's right.

Singapore needs to import more workers to make up the shortfall in local births, which is at a dismal low. 

Locals have also conveniently hide the fact that they are benefitting from those foreigners they despiced. If they are not your tenants, who will fund your extra passive income and worse still, there are those not working at all and depends their income entirely from rentals",,that is right  singapore needs to import more workers to make up the shortfall in local births which is at a dismal low   locals have also conveniently hide the fact that they are benefitting from those foreigners they despiced if they are not your tenants who will fund your extra passive income and worse still there are those not working at all and depends their income entirely from rentals,Negative,right singapore needs import workers make shortfall local births dismal low locals also conveniently hide fact benefitting foreigners despiced tenants fund extra passive income worse still working depends income entirely rentals,right singapore needs import workers make shortfall local births dismal low locals also conveniently hide fact benefitting foreigners despiced tenants fund extra passive income worse still working depends income entirely rentals
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-2,mrclubbie,"your best answer is CBP, MBFC",,your best answer is cbp mbfc,Negative,best answer cbp mbfc,best answer cbp mbfc
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,Level42,Give credit when credit is due. At least Kok Xing Hui and Dewey Sim did not blur the line and claim Singaporeans are against ALL FTs when it is CECA that is the issue. Makes me wonder why people like to confuse the matter. Could it be they have married CECA themselves?,,give credit when credit is due at least kok xing hui and dewey sim did not blur the line and claim singaporeans are against all fts when it is ceca that is the issue makes me wonder why people like to confuse the matter could it be they have married ceca themselves,Negative,give credit credit due least kok xing hui dewey sim blur line claim singaporeans fts ceca issue makes wonder people like confuse matter could married ceca,give credit credit due least kok xing hui dewey sim blur line claim singaporeans fts  issue makes wonder people like confuse matter could married 
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,greentiger,Yes. Much more likely that.,,yes much more likely that,Neutral,yes much likely,yes much likely
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,thattragedy,"Even if never lose job to them some of these people don't know what they're doing when you ask a simple question. And yes, I've seen certain people get fast promotions because of same nationalities",,even if never lose job to them some of these people do not know what they are doing when you ask a simple question and yes i have seen certain people get fast promotions because of same nationalities,Negative,even never lose job people know ask simple question yes seen certain people get fast promotions nationalities,even never lose job people know ask simple question yes seen certain people get fast promotions nationalities
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,yokine3a,"Not all old folks voted for pap, many of them kena hardship created by govt. Do you think they will like pap if they are forced to wipe table wash toilet in old age due to high cost of living in sgp?

There are still many young educated ones who bochap with who run the govt as long they got a job to enjoy their life.",,not all old folks voted for pap many of them kena hardship created by govt do you think they will like pap if they are forced to wipe table wash toilet in old age due to high cost of living in sgp  there are still many young educated ones who bochap with who run the govt as long they got a job to enjoy their life,Negative,old folks voted pap many kena hardship created govt think like pap forced wipe table wash toilet old age due high cost living sgp still many young educated ones bochap run govt long got job enjoy life,old folks voted pap many kena hardship created govt think like pap forced wipe table wash toilet old age due high cost living sgp still many young educated ones bochap run govt long got job enjoy life
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,netzach,"Fug those yeendians. 
Why the jobs in Changi biz park cant be for Singaporeans?  ",,fug those yeendians  why the jobs in changi biz park cant be for singaporeans  ,Neutral,fug yeendians jobs changi biz park cant singaporeans,fug yeendians jobs changi biz park cant singaporeans
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,blurblur123,morning Jason!!!,,morning jason,Negative,morning jason,morning jason
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,stewpig,"Setting aside the jobs issue for abit, how abt the social costs?
Their brahminist and casteist culture of looking down on others. Being rude to those who they deem to be inferior beings.. how do we address that?",,setting aside the jobs issue for abit how abt the social costs their brahminist and casteist culture of looking down on others being rude to those who they deem to be inferior beings how do we address that,Neutral,setting aside jobs issue abit abt social costs brahminist casteist culture looking others rude deem inferior beings address,setting aside jobs issue abit abt social costs brahminist casteist culture looking others rude deem inferior beings address
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,SKenny,Many ceca and their villages are arriving by the planeload. They are here obviously to steal our jobs loh.,,many ceca and their villages are arriving by the planeload they are here obviously to steal our jobs loh,Negative,many ceca villages arriving planeload obviously steal jobs loh,many  villages arriving planeload obviously steal jobs loh
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,blurblur123,edited for u,,edited for u,Negative,edited u,edited u
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,laopokcar_g,"PAP
Profits Above People
Profiteering And Plundering 
Pimps And Parasites
People Are Pissed",,pap profits above people profiteering and plundering  pimps and parasites people are pissed,Negative,pap profits people profiteering plundering pimps parasites people pissed,pap profits people profiteering plundering pimps parasites people pissed
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,blurblur123,"when i ask my CS friends on this, they say very hard to verify the credentials one

yet US can ",,when i ask my cs friends on this they say very hard to verify the credentials one  yet us can ,Neutral,ask cs friends say hard verify credentials one yet us,ask cs friends say hard verify credentials one yet us
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,pwongkk,We'll know when they are expelled from sg.,,we will know when they are expelled from sg,Neutral,know expelled sg,know expelled sg
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,williewombat615,"Ya, I also wondering. 
Put2cherry is malaysian, right?",,ya i also wondering   is malaysian right,Negative,ya also wondering malaysian right,ya also wondering malaysian right
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,hyzhenry,"Where you get 70%? We got so many ft now
",,where you get  we got so many ft now ,Neutral,get got many ft,get got many ft
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,greentiger,Ceca usually refers to the Hindi speaking northerners.,,ceca usually refers to the hindi speaking northerners,Negative,ceca usually refers hindi speaking northerners, usually refers hindi speaking northerners
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,williewombat615,So who is the ceca turned singaporean in parliament?,,so who is the ceca turned singaporean in parliament,Negative,ceca turned singaporean parliament, turned singaporean parliament
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,nymous,"Power thirsty ceca wont stop at taking the job.. they want take everything 

Just like in every mnc",,power thirsty ceca wont stop at taking the job they want take everything   just like in every mnc,Negative,power thirsty ceca wont stop taking job want take everything like every mnc,power thirsty  wont stop taking job want take everything like every mnc
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,106gunner,"I'm impressed someone unqualified could actually taught our medicine students for 3 years without being expose?! 
He could have continue to stay in SG and teach ",,i am impressed someone unqualified could actually taught our medicine students for  years without being expose  he could have continue to stay in sg and teach ,Positive,impressed someone unqualified could actually taught medicine students years without expose could continue stay sg teach,impressed someone unqualified could actually taught medicine students years without expose could continue stay sg teach
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,maelstrom93,"i am ok you import more Atbs like zhao yuqing, abbie lu rather than you import CECA",,i am ok you import more atbs like zhao yuqing abbie lu rather than you import ceca,Neutral,ok import atbs like zhao yuqing abbie lu rather import ceca,ok import atbs like zhao yuqing abbie lu rather import 
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-3,Tony.Manero,"No matter how they insist the remote control shows 25 degrees celsius, it doesn't matter if people says it feels like 16 degrees celsius and are falling sick. Tiobo? ",,no matter how they insist the remote control shows  degrees celsius it does not matter if people says it feels like  degrees celsius and are falling sick tiobo ,Negative,matter insist remote control shows degrees celsius matter people says feels like degrees celsius falling sick tiobo,matter insist remote control shows degrees celsius matter people says feels like degrees celsius falling sick tiobo
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,106gunner,"CECA is smart and can speak well, who in the world who is unqualify can taught medicine student for 3 year without being exposed
Show he's indeed a talent ",,ceca is smart and can speak well who in the world who is unqualify can taught medicine student for  year without being exposed show he is indeed a talent ,Negative,ceca smart speak well world unqualify taught medicine student year without exposed show indeed talent, smart speak well world unqualify taught medicine student year without exposed show indeed talent
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,laopokcar_g,Cos the remote control is white and rigged,,cos the remote control is white and rigged,Negative,cos remote control white rigged,cos remote control white rigged
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Level42,"Yes, Anoop Shankaras fraud was discovered in US, not in SG. So if he continued to stay here, he would be able to teach our Medicine students, supposedly the cream of the crop, for many more years. How many more Anoop Shankar equivalent in SG? What is MOM doing to show that they can discover other fakes from then onwards?

Remember the first DBS ATM crash? I wonder who was that AP storage specialist that caused the problem. Reason why I asked is because a certain nationality was again very prominent in storage space during that time.",,yes anoop shankaras fraud was discovered in us not in sg so if he continued to stay here he would be able to teach our medicine students supposedly the cream of the crop for many more years how many more anoop shankar equivalent in sg what is mom doing to show that they can discover other fakes from then onwards  remember the first dbs atm crash i wonder who was that ap storage specialist that caused the problem reason why i asked is because a certain nationality was again very prominent in storage space during that time,Negative,yes anoop shankaras fraud discovered us sg continued stay would able teach medicine students supposedly cream crop many years many anoop shankar equivalent sg mom show discover fakes onwards remember first dbs atm crash wonder ap storage specialist caused problem reason asked certain nationality prominent storage space time,yes anoop shankaras fraud discovered us sg continued stay would able teach medicine students supposedly cream crop many years many anoop shankar equivalent sg mom show discover fakes onwards remember first dbs atm crash wonder ap storage specialist caused problem reason asked certain nationality prominent storage space time
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,satayxp,"the problem is 2 fold:

1stly policies like ceca allows them to come in large numbers

2ndly n more crucially once the numbers r big enough they will subvert the hiring process in mncs etc to favour their own n displace Sgians",,the problem is  fold   policies like ceca allows them to come in large numbers   n more crucially once the numbers r big enough they will subvert the hiring process in mncs etc to favour their own n displace sgians,Negative,problem fold policies like ceca allows come large numbers n crucially numbers r big enough subvert hiring process mncs etc favour n displace sgians,problem fold policies like  allows come large numbers n crucially numbers r big enough subvert hiring process mncs etc favour n displace sgians
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Why so serious,HR policies itself is a bigger problem. all businesses want is cheap better faster labor.,,hr policies itself is a bigger problem all businesses want is cheap better faster labor,Negative,hr policies bigger problem businesses want cheap better faster labor,hr policies bigger problem businesses want cheap better faster labor
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Level42,First red flag discovered was done just by searching online. And it was only a standard review that uncovered Anoop Shankaras fraud.,,first red flag discovered was done just by searching online and it was only a standard review that uncovered anoop shankaras fraud,Negative,first red flag discovered done searching online standard review uncovered anoop shankaras fraud,first red flag discovered done searching online standard review uncovered anoop shankaras fraud
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,SKenny,"In Singapore, our dear leaders will fight tooth and nails trying to justify the degrees from uptron and other degree mills.

That is the difference.",,in singapore our dear leaders will fight tooth and nails trying to justify the degrees from uptron and other degree mills  that is the difference,Negative,singapore dear leaders fight tooth nails trying justify degrees uptron degree mills difference,singapore dear leaders fight tooth nails trying justify degrees uptron degree mills difference
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,HappyCanOrNot,fuck off TO YOUR LAPLAND HOLE CECA,,fuck off to your lapland hole ceca,Negative,fuck lapland hole ceca,fuck lapland hole 
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,106gunner,"Personally knew a CECA who arrived here as Assistant Prof and taught for 3-4 year, next promoted to Associate Prof before going to Canada U to work as Associate Prof
Either his qualification is genuine or has yet to be exposed ",,personally knew a ceca who arrived here as assistant prof and taught for  year next promoted to associate prof before going to canada u to work as associate prof either his qualification is genuine or has yet to be exposed ,Negative,personally knew ceca arrived assistant prof taught year next promoted associate prof going canada u work associate prof either qualification genuine yet exposed,personally knew  arrived assistant prof taught year next promoted associate prof going canada u work associate prof either qualification genuine yet exposed
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,waiken,in b4 xeno thread tio lock,,in  xeno thread tio lock,Negative,xeno thread tio lock,xeno thread tio lock
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Level42,"Its true, isnt it? Up to now, I have yet to hear them make an official statement that degree mills are not welcome here.",,its true isnt it up to now i have yet to hear them make an official statement that degree mills are not welcome here,Neutral,true isnt yet hear make official statement degree mills welcome,true isnt yet hear make official statement degree mills welcome
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Prime 13,"If singaporeans are not losing jods to FTs then there ish no need for fair consideration frameworks and pls remove ohkays.

And also leemove any measures which favor singaporeans getting hired ohkays.",,if singaporeans are not losing jods to fts then there ish no need for fair consideration frameworks and pls remove ohkays  and also leemove any measures which favor singaporeans getting hired ohkays,Positive,singaporeans losing jods fts ish need fair consideration frameworks pls remove ohkays also leemove measures favor singaporeans getting hired ohkays,singaporeans losing jods fts ish need fair consideration frameworks pls remove ohkays also leemove measures favor singaporeans getting hired ohkays
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Level42,"Sometimes really cannot deny US is better in many areas. Its justified to acknowledge US as the global leader. Canada is still behind US. Those who go to Australia, US and UK directly from India are usually better quality. Have met many good ones based in these countries before. I know many good ones who choose not to leave India too. Contrary to the empty vessels found in Singapore, the good ones talk after thinking.
Just dont know why SG tend to attract so many rubbish.",,sometimes really cannot deny us is better in many areas its justified to acknowledge us as the global leader canada is still behind us those who go to australia us and uk directly from india are usually better quality have met many good ones based in these countries before i know many good ones who choose not to leave india too contrary to the empty vessels found in singapore the good ones talk after thinking just dont know why sg tend to attract so many rubbish,Negative,sometimes really cannot deny us better many areas justified acknowledge us global leader canada still behind us go australia us uk directly india usually better quality met many good ones based countries know many good ones choose leave india contrary empty vessels found singapore good ones talk thinking dont know sg tend attract many rubbish,sometimes really cannot deny us better many areas justified acknowledge us global leader canada still behind us go australia us uk directly india usually better quality met many good ones based countries know many good ones choose leave india contrary empty vessels found singapore good ones talk thinking dont know sg tend attract many rubbish
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,106gunner,"Those who couldn't straight away went to US, UK and AUS, will try working in sg first
Is like a stepping stone, take for instance the assistant prof, came here and work for a few year gain experience and exposure and next was promoted to associate prof before leaving for canada
His status and remuneration jump three fold after promoted",,those who could not straight away went to us uk and aus will try working in sg first is like a stepping stone take for instance the assistant prof came here and work for a few year gain experience and exposure and next was promoted to associate prof before leaving for canada his status and remuneration jump three fold after promoted,Negative,could straight away went us uk aus try working sg first like stepping stone take instance assistant prof came work year gain experience exposure next promoted associate prof leaving canada status remuneration jump three fold promoted,could straight away went us uk aus try working sg first like stepping stone take instance assistant prof came work year gain experience exposure next promoted associate prof leaving canada status remuneration jump three fold promoted
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,VII,Scmp no post hk vs sg linkedin ss lol? ,,scmp no post hk vs sg linkedin ss lol ,Negative,scmp post hk vs sg linkedin ss lol,scmp post hk vs sg linkedin ss lol
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Machiavel,How to win when people want to bring their entire village here ?,,how to win when people want to bring their entire village here ,Negative,win people want bring entire village,win people want bring entire village
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,dannytan87,"i think the point is professors in Uni teach or dun teach dun make that significant difference, undergrad will go mug on their own.......

need to just fool the students, and make it through the lecture....",,i think the point is professors in uni teach or dun teach dun make that significant difference undergrad will go mug on their own  need to just fool the students and make it through the lecture,Neutral,think point professors uni teach dun teach dun make significant difference undergrad go mug need fool students make lecture,think point professors uni teach dun teach dun make significant difference undergrad go mug need fool students make lecture
