Topic,Username,Text,Sentiment,clean_text_1,clean_text_2,clean_text_3,Prediction
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,iceblendedchoc,"
he is right. They allow unprofessional cecas into singapore instead. Always drink tea , tea , tea , got work don't do. But snake around.",, he is right they allow unprofessional cecas into singapore instead always drink tea  tea  tea  got work do not do but snake around,right allow unprofessional cecas singapore instead always drink tea tea tea got work snake around,right allow unprofessional s singapore instead always drink tea tea tea got work snake around,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,FinchGuy,"
Many converted to PR and singaporeans liao so not counted as EP holder. Creative accounting at work",, many converted to pr and singaporeans liao so not counted as ep holder creative accounting at work,many converted pr singaporeans liao counted ep holder creative accounting work,many converted pr singaporeans liao counted ep holder creative accounting work,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,ColdPalace321,"They only need one condition:


PAP approval.



Since when PAP disapprove?",,they only need one condition   pap approval    since when pap disapprove,need one condition pap approval since pap disapprove,need one condition pap approval since pap disapprove,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,Lemon_gaga,Where is the data?  No data no talk.,,where is the data  no data no talk,data data talk,data data talk,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,ColdPalace321,Why no Engineer come here engineer to come back for his master OYK?,,why no engineer come here engineer to come back for his master oyk,engineer come engineer come back master oyk,engineer come engineer come back master oyk,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,Engineeer,"
Because I don't back OYK. I back responsible parties. You okay?",, because i do not back oyk i back responsible parties you okay,back oyk back responsible parties okay,back oyk back responsible parties okay,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,Ec7171,"
So even without CECA , they still can come to apply jobs in Singapore? no?
EP holders in Singapore is 177k in 2020. Out of those, 4.2k is under ICT. And out of 4.2k, 500 is from India via CECA.

So with CECA, u get in 500 ICTs extra. Is that alot? IMO, it is not.

But what i am interested is ... can we direct more jobs to be given to skilled & displaced Singaporeans before they consider EP?
Is the current policy of having the job on mycareerfuture for 28days working as it is?
And what kind of jobs that are given to EP during 2019 till now .... 


quote from Ministerial Statement
""In 2020, there were 177,000 Employment Pass holders in Singapore. Among them, there were about 4,200 ICTs, of which around 500 were from India, said Dr Tan.""
Unquote",, so even without ceca  they still can come to apply jobs in singapore no ep holders in singapore is  in  out of those  is under ict and out of   is from india via ceca  so with ceca u get in  icts extra is that alot imo it is not  but what i am interested is  can we direct more jobs to be given to skilled  displaced singaporeans before they consider ep is the current policy of having the job on mycareerfuture for  working as it is and what kind of jobs that are given to ep during  till now     quote from ministerial statement in  there were  employment pass holders in singapore among them there were about  icts of which around  were from india said dr tan unquote,even without ceca still come apply jobs singapore ep holders singapore ict india via ceca ceca u get icts extra alot imo interested direct jobs given skilled displaced singaporeans consider ep current policy job mycareerfuture working kind jobs given ep till quote ministerial statement employment pass holders singapore among icts around india said dr tan unquote,even without  still come apply jobs singapore ep holders singapore ict india via   u get icts extra alot imo interested direct jobs given skilled displaced singaporeans consider ep current policy job mycareerfuture working kind jobs given ep till quote ministerial statement employment pass holders singapore among icts around india said dr tan unquote,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-9,Ec7171,"
If you know of such companies or has proof, just report to TAFEP.
And after awhile , you dont get any reply from them. Send it to the opposition MPs to investigate.",, if you know of such companies or has proof just report to tafep and after awhile  you dont get any reply from them send it to the opposition mps to investigate,know companies proof report tafep awhile dont get reply send opposition mps investigate,know companies proof report tafep awhile dont get reply send opposition mps investigate,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Moowoow,The condition is just a rubber stamp from those jlb at mom understand,,the condition is just a rubber stamp from those jlb at mom understand,condition rubber stamp jlb mom understand,condition rubber stamp jlb mom understand,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,May Day,"
Actually not only CECA Indians, all kinds of FTs in Singapore are tribal and reserve good roles for their own country people.

I know a few foreigners who are jobless for a few years back in their own countries like UK, France and Germany.

See their LinkedIn are all ""independent consultants"" or ""CEO of Startups""

But doing Directors and SVPs roles the moment they start their first job in Singapore.

And these roles are paid $16,000 - $25,000 per month.

I refuse to believe that there are no Singaporeans willing and able to take up these roles.",, actually not only ceca indians all kinds of fts in singapore are tribal and reserve good roles for their own country people  i know a few foreigners who are jobless for a few years back in their own countries like uk france and germany  see their linkedin are all independent consultants or ceo of startups  but doing directors and svps roles the moment they start their first job in singapore  and these roles are paid    per month  i refuse to believe that there are no singaporeans willing and able to take up these roles,actually ceca indians kinds fts singapore tribal reserve good roles country people know foreigners jobless years back countries like uk france germany see linkedin independent consultants ceo startups directors svps roles moment start first job singapore roles paid per month refuse believe singaporeans willing able take roles,actually  indians kinds fts singapore tribal reserve good roles country people know foreigners jobless years back countries like uk france germany see linkedin independent consultants ceo startups directors svps roles moment start first job singapore roles paid per month refuse believe singaporeans willing able take roles,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,wisewise,"
not really. no one outside these 2 stats board know how and what criteria they use.
WP approval are quite straight forward. SP and EP are the mystery.",, not really no one outside these  stats board know how and what criteria they use wp approval are quite straight forward sp and ep are the mystery,really one outside stats board know criteria use wp approval quite straight forward sp ep mystery,really one outside stats board know criteria use wp approval quite straight forward sp ep mystery,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,SmallQuietDog,"It's another classic PAP smokebomb.

It is not about unconditioned, but how low or lax are the conditions or criterias that snakes can easily fake their way through.

This smokebomb trick is getting old, boys.",,it is another classic pap smokebomb  it is not about unconditioned but how low or lax are the conditions or criterias that snakes can easily fake their way through  this smokebomb trick is getting old boys,another classic pap smokebomb unconditioned low lax conditions criterias snakes easily fake way smokebomb trick getting old boys,another classic pap smokebomb unconditioned low lax conditions criterias snakes easily fake way smokebomb trick getting old boys,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,BARCHORMEE,"me want whatever this guy's smoking. Maybe too cushy during army, never work a day in private sector. ",,me want whatever this guy is smoking maybe too cushy during army never work a day in private sector ,want whatever guy smoking maybe cushy army never work day private sector,want whatever guy smoking maybe cushy army never work day private sector,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Plow98,"For heaven's sake, singapore will not collapse without ceca.
Admit a horrible mistake and move on.  
Just Abolish CECA.",,for heaven is sake singapore will not collapse without ceca admit a horrible mistake and move on   just abolish ceca,heaven sake singapore collapse without ceca admit horrible mistake move abolish ceca,heaven sake singapore collapse without  admit horrible mistake move abolish ,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Yaoxis,"
Without ceca, yes they can come in to work but sg mom can restrict them numbers that can come in.

With ceca, they just need to be ""eligible"", have company want to hire them/ have the relevant certs and so called skillsets then is approved to work here liao.

After come sg, ceca agreement says that no rule no quota to restrict them bring family over. 

So when bring family village over, dependant pass holder of EP can also find work in sg. PME position which we sg singaporeans can do.

LOC is no levy charged and also no quota needed.

And multiply by so many years this has been going on before MOM plugged this loophole recently.

So you do a rough calculation approximate la.

I choose to believe my eyes what I seen ( Chennai business park)",, without ceca yes they can come in to work but sg mom can restrict them numbers that can come in  with ceca they just need to be eligible have company want to hire them have the relevant certs and so called skillsets then is approved to work here liao  after come sg ceca agreement says that no rule no quota to restrict them bring family over   so when bring family village over dependant pass holder of ep can also find work in sg pme position which we sg singaporeans can do  loc is no levy charged and also no quota needed  and multiply by so many years this has been going on before mom plugged this loophole recently  so you do a rough calculation approximate la  i choose to believe my eyes what i seen  chennai business park,without ceca yes come work sg mom restrict numbers come ceca need eligible company want hire relevant certs called skillsets approved work liao come sg ceca agreement says rule quota restrict bring family bring family village dependant pass holder ep also find work sg pme position sg singaporeans loc levy charged also quota needed multiply many years going mom plugged loophole recently rough calculation approximate la choose believe eyes seen chennai business park,without  yes come work sg mom restrict numbers come  need eligible company want hire relevant certs called skillsets approved work liao come sg  agreement says rule quota restrict bring family bring family village dependant pass holder ep also find work sg pme position sg singaporeans loc levy charged also quota needed multiply many years going mom plugged loophole recently rough calculation approximate la choose believe eyes seen chennai business park,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Ec7171,"
As i explained, those are small numbers and they still need to go through MOM. 

Again, this is consistent for all other nationalities. Dependent cannot work freely. They have to apply their own permit. 

Hope it clear up.",, as i explained those are small numbers and they still need to go through mom   again this is consistent for all other nationalities dependent cannot work freely they have to apply their own permit   hope it clear up,explained small numbers still need go mom consistent nationalities dependent cannot work freely apply permit hope clear,explained small numbers still need go mom consistent nationalities dependent cannot work freely apply permit hope clear,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,wongkc,"OYK is right... is not CECA fault...


is ICA and MOM allowing easy access for indian into SG...


Thank you OYK for the clarification...",,oyk is right is not ceca fault   is ica and mom allowing easy access for indian into sg   thank you oyk for the clarification,oyk right ceca fault ica mom allowing easy access indian sg thank oyk clarification,oyk right  fault ica mom allowing easy access indian sg thank oyk clarification,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,zeenlai,"
What are the conditions I wonder?",, what are the conditions i wonder,conditions wonder,conditions wonder,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,zeenlai,"
If she for all nationalities then why need ceca? What's the difference then versus other countries without cesa?",, if she for all nationalities then why need ceca what is the difference then versus other countries without cesa,nationalities need ceca difference versus countries without cesa,nationalities need  difference versus countries without cesa,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Nakshatra,"I'm trying to understand part 9.8 and wondering if the part about ""provided that such measures....."" actually means that no action will be taken against them as long as it affects them earning an income here.

There are conditions, but it seems like all these conditions are nulled when it affects them financially......",,i am trying to understand part  and wondering if the part about provided that such measures actually means that no action will be taken against them as long as it affects them earning an income here  there are conditions but it seems like all these conditions are nulled when it affects them financially,trying understand part wondering part provided measures actually means action taken long affects earning income conditions seems like conditions nulled affects financially,trying understand part wondering part provided measures actually means action taken long affects earning income conditions seems like conditions nulled affects financially,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Ec7171,"
I suggest you go read up and understand it. 
If not you will have misunderstanding and easily get mislead by others.",, i suggest you go read up and understand it  if not you will have misunderstanding and easily get mislead by others,suggest go read understand misunderstanding easily get mislead others,suggest go read understand misunderstanding easily get mislead others,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Yaoxis,"how you know is small number??

Dependant pass is apply LOC before this is being clamped recently.

So many years those coming in all this year's before the ruling change.

Maybe u read up on past years employment rules/ criteria before talking. ",,how you know is small number  dependant pass is apply loc before this is being clamped recently  so many years those coming in all this year is before the ruling change  maybe u read up on past years employment rules criteria before talking ,know small number dependant pass apply loc clamped recently many years coming year ruling change maybe u read past years employment rules criteria talking,know small number dependant pass apply loc clamped recently many years coming year ruling change maybe u read past years employment rules criteria talking,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,BBClone,"Of course it's not unconditional.

The condition is must be CECA.",,of course it is not unconditional  the condition is must be ceca,course unconditional condition must ceca,course unconditional condition must ,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Cokacola,"Means the bar of the condition is very low, if not why people start calling chennai business park",,means the bar of the condition is very low if not why people start calling chennai business park,means bar condition low people start calling chennai business park,means bar condition low people start calling chennai business park,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Tregunter,"OYK is playing with one word ""unconditional"". This is a red herring.

To us it does not matter if it is unconditional, or partly unconditional etc. 

What matters is that we have been swamped by hundreds of thousands of ceca, many of them have dubious qualifications. This influx of ceca are often done at the expense of Singaporeans likelihood. It is time that they stop boot-lickinging.

Hard truth",,oyk is playing with one word unconditional this is a red herring  to us it does not matter if it is unconditional or partly unconditional etc   what matters is that we have been swamped by hundreds of thousands of ceca many of them have dubious qualifications this influx of ceca are often done at the expense of singaporeans likelihood it is time that they stop bootlickinging  hard truth,oyk playing one word unconditional red herring us matter unconditional partly unconditional etc matters swamped hundreds thousands ceca many dubious qualifications influx ceca often done expense singaporeans likelihood time stop bootlickinging hard truth,oyk playing one word unconditional red herring us matter unconditional partly unconditional etc matters swamped hundreds thousands  many dubious qualifications influx  often done expense singaporeans likelihood time stop bootlickinging hard truth,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Icecreampop,Don't allow unconditional entry of Indians to Singapore? Then is he able to state down what are the conditions for India Indians to enter Singapore one by one?,,do not allow unconditional entry of indians to singapore then is he able to state down what are the conditions for india indians to enter singapore one by one,allow unconditional entry indians singapore able state conditions india indians enter singapore one one,allow unconditional entry indians singapore able state conditions india indians enter singapore one one,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,zeenlai,"
All the things just say government decide .. but nobody knows what the criteria is. I don't mind quality but don't want the rejects who can't make it to US then no choice come Singapore types",, all the things just say government decide  but nobody knows what the criteria is i do not mind quality but do not want the rejects who can not make it to us then no choice come singapore types,things say government decide nobody knows criteria mind quality want rejects make us choice come singapore types,things say government decide nobody knows criteria mind quality want rejects make us choice come singapore types,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-10,Ec7171,"
Long and short, it just want to say we have the right to reject unless they can prove

                                                Ministerial Statement by Dr Tan See Leng Minister for Manpower for the PS on 6 July 21
                                        

Mr Speaker In his statement, Minister Ong Ye Kung has explained why FTAs are critical to Singapore, as well as how they have helped us to reap significant benefits for Singaporeans. The same goes for our openness to foreign workers. We take the...

                                



Item 43.",, long and short it just want to say we have the right to reject unless they can prove                                                  ministerial statement by dr tan see leng minister for manpower for the ps on  july                                            mr speaker in his statement minister ong ye kung has explained why ftas are critical to singapore as well as how they have helped us to reap significant benefits for singaporeans the same goes for our openness to foreign workers we take the                                      item ,long short want say right reject unless prove ministerial statement dr tan see leng minister manpower ps july mr speaker statement minister ong ye kung explained ftas critical singapore well helped us reap significant benefits singaporeans goes openness foreign workers take item,long short want say right reject unless prove ministerial statement dr tan see leng minister manpower ps july mr speaker statement minister ong ye kung explained ftas critical singapore well helped us reap significant benefits singaporeans goes openness s take item,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Ec7171,"
You can debate on criteria that affects all nationalities. 

My whole point of replying everyone is to divert the focus to MOM policy rather than focus on CECAs/FTAs. 

Here i am not saying i am totally happy with the FTs influx. But thats up for debate and there is no question nor debate about CECAs/FTAs or its clauses in it.",, you can debate on criteria that affects all nationalities   my whole point of replying everyone is to divert the focus to mom policy rather than focus on cecasftas   here i am not saying i am totally happy with the fts influx but thats up for debate and there is no question nor debate about cecasftas or its clauses in it,debate criteria affects nationalities whole point replying everyone divert focus mom policy rather focus cecasftas saying totally happy fts influx thats debate question debate cecasftas clauses,debate criteria affects nationalities whole point replying everyone divert focus mom policy rather focus sftas saying totally happy fts influx thats debate question debate sftas clauses,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Nakshatra,"
My understanding is more towards reverse pyschology:-

Yes, it is not ""unconditional""

Singapore can reject them from coming, but if they can prove that they are earning Singapore dollars in a job here, then Singapore will open leg wide wide.........

Article 9.8 (pg 79 pdf file)

Quote
""provided that such measures are
not apeopleied in such a manner as to nullify or impair the benefits accruing to the other
Party under the terms of this Chapter.""
",, my understanding is more towards reverse pyschology  yes it is not unconditional  singapore can reject them from coming but if they can prove that they are earning singapore dollars in a job here then singapore will open leg wide wide  article  pg  pdf file  quote provided that such measures are not apeopleied in such a manner as to nullify or impair the benefits accruing to the other party under the terms of this chapter ,understanding towards reverse pyschology yes unconditional singapore reject coming prove earning singapore dollars job singapore open leg wide wide article pg pdf file quote provided measures apeopleied manner nullify impair benefits accruing party terms chapter,understanding towards reverse pyschology yes unconditional singapore reject coming prove earning singapore dollars job singapore open leg wide wide article pg pdf file quote provided measures apeopleied manner nullify impair benefits accruing party terms chapter,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Ec7171,"
""under the terms of this Chapter"".
In your views, under what situation that can arises to activate this clause?",, under the terms of this chapter in your views under what situation that can arises to activate this clause,terms chapter views situation arises activate clause,terms chapter views situation arises activate clause,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Azzizz81,"
Yeah, still putting up strawmen like these, really think Singaporeanss are daft",, yeah still putting up strawmen like these really think singaporeanss are daft,yeah still putting strawmen like really think singaporeanss daft,yeah still putting strawmen like really think singaporeanss daft,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Nakshatra,"
1 name, Nisha.

As long as she was still employed by IDA, no action taken..........",,  name nisha  as long as she was still employed by ida no action taken,name nisha long still employed ida action taken,name nisha long still employed ida action taken,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Yaoxis,"
Item 43 says 1% of all work pass holders are on LOC. Quoted by Mr TSL.

My maths fail, can enlightened me all work pass holders ( EP Spass work permit / temporary work permit) got how many people huh?

I fat only know how to eat cai PNG.",, item  says  of all work pass holders are on loc quoted by mr tsl  my maths fail can enlightened me all work pass holders  ep spass work permit  temporary work permit got how many people huh  i fat only know how to eat cai png,item says work pass holders loc quoted mr tsl maths fail enlightened work pass holders ep spass work permit temporary work permit got many people huh fat know eat cai png,item says work pass holders loc quoted mr tsl maths fail enlightened work pass holders ep spass work permit temporary work permit got many people huh fat know eat cai png,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Ec7171,"
It does not bother me. If that bother you , you can fight on that front which i think it wasting time.",, it does not bother me if that bother you  you can fight on that front which i think it wasting time,bother bother fight front think wasting time,bother bother fight front think wasting time,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Ec7171,"
I am not sure how it link to the CECA clause.",, i am not sure how it link to the ceca clause,sure link ceca clause,sure link  clause,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,soaresb,Why are there so many of them then?,,why are there so many of them then,many,many,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Yaoxis,"
Okay. Just to let you understand there's alot of them being let in.
So hopefully u can face reality. 

are you staying at ivory tower Rd ave 1 ?",, okay just to let you understand there is alot of them being let in so hopefully u can face reality   are you staying at ivory tower rd ave  ,okay let understand alot let hopefully u face reality staying ivory tower rd ave,okay let understand alot let hopefully u face reality staying ivory tower rd ave,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Medicated Oil,"
She already left SG Inc and enjoying life in USA now.
Thanks to the stupid for all the working experience and whitening.
So, who is having the last laugh ?

Ah Ong should be silent after the debate and let TSL continue the case.
It is none of his business any more.
don't be like a little kid.
Want to score points until like that ?
Your present job gives you too much time to nosy other people business ?",, she already left sg inc and enjoying life in usa now thanks to the stupid for all the working experience and whitening so who is having the last laugh   ah ong should be silent after the debate and let tsl continue the case it is none of his business any more do not be like a little kid want to score points until like that  your present job gives you too much time to nosy other people business ,already left sg inc enjoying life usa thanks stupid working experience whitening last laugh ah ong silent debate let tsl continue case none business like little kid want score points like present job gives much time nosy people business,already left sg inc enjoying life usa thanks stupid working experience whitening last laugh ah ong silent debate let tsl continue case none business like little kid want score points like present job gives much time nosy people business,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,klanastine,"those liars better go 18 level chop tongue, heart sliced, brain use straw sucked. Then reset and repeat.


",,those liars better go  level chop tongue heart sliced brain use straw sucked then reset and repeat   ,liars better go level chop tongue heart sliced brain use straw sucked reset repeat,liars better go level chop tongue heart sliced brain use straw sucked reset repeat,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Tony.Manero,Under 18 or is it under 21 also unconditionally not allowed to not smoke but you still see scores of kids smoking correct?,,under  or is it under  also unconditionally not allowed to not smoke but you still see scores of kids smoking correct,also unconditionally allowed smoke still see scores kids smoking correct,also unconditionally allowed smoke still see scores kids smoking correct,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,zeebjii,"
Singapore WILL collapse with CECA, a matter of when only.",, singapore will collapse with ceca a matter of when only,singapore collapse ceca matter,singapore collapse  matter,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,zeenlai,"
Actually, not true. If it all falls back to MOM policy then why is there a need for that clause to be injected into CECA? For show?",, actually not true if it all falls back to mom policy then why is there a need for that clause to be injected into ceca for show,actually true falls back mom policy need clause injected ceca show,actually true falls back mom policy need clause injected  show,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Ec7171,"
well , i understand i hear you.
Fortunately for me, i understand what the world and Singapore is facing so i am less bother by nationalities .",, well  i understand i hear you fortunately for me i understand what the world and singapore is facing so i am less bother by nationalities ,well understand hear fortunately understand world singapore facing less bother nationalities,well understand hear fortunately understand world singapore facing less bother nationalities,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Ec7171,"
You can read mothership articles on CECA recently. 

If you setup a subsidiary in India, you want to bring a few of your staffs called intra-corporate transferees (ICTs) to help to setup . And it state some conditions for it. 

This is not uncommon. World Trade Organisation have also made commitments on entry of ICTs under the General Agreement on Trade in Services.",, you can read mothership articles on ceca recently   if you setup a subsidiary in india you want to bring a few of your staffs called intracorporate transferees icts to help to setup  and it state some conditions for it   this is not uncommon world trade organisation have also made commitments on entry of icts under the general agreement on trade in services,read mothership articles ceca recently setup subsidiary india want bring staffs called intracorporate transferees icts help setup state conditions uncommon world trade organisation also made commitments entry icts general agreement trade services,read mothership articles  recently setup subsidiary india want bring staffs called intracorporate transferees icts help setup state conditions uncommon world trade organisation also made commitments entry icts general agreement trade services,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,randomph,"CECA doesn't allow unconditional entry

But conditions for entry so lax even they can rush in during times when explicitly banned dependant pass and EP",,ceca does not allow unconditional entry  but conditions for entry so lax even they can rush in during times when explicitly banned dependant pass and ep,ceca allow unconditional entry conditions entry lax even rush times explicitly banned dependant pass ep, allow unconditional entry conditions entry lax even rush times explicitly banned dependant pass ep,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Anti Racist,"
Same condition as that of China Chinese.
Same conditions apply.",, same condition as that of china chinese same conditions apply,condition china chinese conditions apply,condition china chinese conditions apply,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-11,Courage,"In theory even our custom is a restriction, but it is the will of the pap to let so many of them in",,in theory even our custom is a restriction but it is the will of the pap to let so many of them in,theory even custom restriction pap let many,theory even custom restriction pap let many,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Anti Racist,"
De you have proof to reject Govt data. Basically there is no proof but just a hype created against CECA / India nationals....",, de you have proof to reject govt data basically there is no proof but just a hype created against ceca  india nationals,de proof reject govt data basically proof hype created ceca india nationals,de proof reject govt data basically proof hype created  india nationals,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Icecreampop,"
Good morning my Indian friend.",, good morning my indian friend,good morning indian friend,good morning indian friend,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Anti Racist,"
There were only 500 ICT 
The government has dismissed these assertion about misuse of ICT as fake news",, there were only  ict  the government has dismissed these assertion about misuse of ict as fake news,ict government dismissed assertion misuse ict fake news,ict government dismissed assertion misuse ict fake news,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Anti Racist,"
You have no substance in your arguement except hatred. So you quickly move your arguement from objectivity to race.",, you have no substance in your arguement except hatred so you quickly move your arguement from objectivity to race,substance arguement except hatred quickly move arguement objectivity race,substance arguement except hatred quickly move arguement objectivity race,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,aspenco,"i think this time, the tide has receded... they have been caught with their pants down... badly... ",,i think this time the tide has receded they have been caught with their pants down badly ,think time tide receded caught pants badly,think time tide receded caught pants badly,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Plow98,f,,f,f,f,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Icecreampop,"you out to find trouble with me and start a spare in word challenge ah? I write argumentative essays in JC one. You sure you want to fight? Oh please, is always natural that someone hates me including you, we are all not perfect. But remember a friend of my enemy is not my friend. I think there are a few countries would like to reconsider their diplomatic ties with Singapore given the fact that the Indians are calling shots in Singapore. I call you a friend and you say I racist, what rubbish is this?",,you out to find trouble with me and start a spare in word challenge ah i write argumentative essays in jc one you sure you want to fight oh please is always natural that someone hates me including you we are all not perfect but remember a friend of my enemy is not my friend i think there are a few countries would like to reconsider their diplomatic ties with singapore given the fact that the indians are calling shots in singapore i call you a friend and you say i racist what rubbish is this,find trouble start spare word challenge ah write argumentative essays jc one sure want fight oh please always natural someone hates including perfect remember friend enemy friend think countries would like reconsider diplomatic ties singapore given fact indians calling shots singapore call friend say racist rubbish,find trouble start spare word challenge ah write argumentative essays jc one sure want fight oh please always natural someone hates including perfect remember friend enemy friend think countries would like reconsider diplomatic ties singapore given fact indians calling shots singapore call friend say racist rubbish,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,chanmalichanheyhey,CanÃ¢ÂÂt even sort out your own ministry want nosy others,,canÃ¢  t even sort out your own ministry want nosy others,canÃ¢ even sort ministry want nosy others,canÃ¢ even sort ministry want nosy others,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-12,Plow98,"
Instead of staying to help your own country from being a failed state
You abandoned it to help yourself.
Thus condemning it.
Objectively speaking.",, instead of staying to help your own country from being a failed state you abandoned it to help yourself thus condemning it objectively speaking,instead staying help country failed state abandoned help thus condemning objectively speaking,instead staying help country failed state abandoned help thus condemning objectively speaking,Negative
